county_fips,total_population,adult_pop_45plus
29061,8551,3963
29063,9899,4624
29065,14647,7123
29067,12228,5975
29069,27032,11802
29071,106404,49281
29073,14705,7555
29075,6287,2731
29077,304611,121186
29079,9815,4411
29081,8220,3841
29083,22485,10784
29085,8718,5246
29087,4248,2197
29089,10101,4402
29091,40735,18262
29093,9440,4660
29095,718560,285190
29097,125056,49540
29099,231230,101942
29101,54962,18320
29103,3723,1767
29105,36680,16069
29107,33196,15219
29109,38872,16535
29111,9818,4266
29113,64699,25913
29115,11791,5482
29117,14557,6408
29119,23903,10295
29121,15161,7254
29123,12698,5883
29125,8430,4226
29127,28336,12391
29129,3469,1664
29131,25590,11669
29133,11822,5254
29135,15256,6331
29137,8698,4431
29139,11459,5521
29141,21970,10906
29143,15424,7203
29145,60677,26780
29147,20695,8000
29149,8720,4205
29151,13468,6057
29153,8970,5066
29155,14613,6251
29157,18950,8891
29159,43530,17976
29161,45284,18056
29163,17935,7946
29165,111940,46701
29167,32780,13906
29169,53812,14423
29171,4638,2245
29173,10489,5462
29175,24109,10409
29177,23182,10799
29179,5950,3143
29181,10806,4873
29183,416659,179439
29185,9752,5072
29186,18642,8899
29187,67058,28755
29189,987059,436933
29195,23049,9515
29197,4053,1765
29199,4676,1922
29201,37889,16515
29203,7238,3609
29205,5931,2758
29207,28397,13223
29209,32658,19619
29211,5797,2823
29213,56775,26953
29215,25619,12000
29217,19710,8909
29219,37806,16998
29221,23534,10718
29223,10811,5728
29225,41472,16411
29227,1907,1005
29229,19403,8419
29510,281754,110463
30001,9885,4721
30003,12751,4584
30005,6899,2705
30007,8032,4004
30009,11419,6451
30011,1418,743
30013,84900,35886
30015,5847,2884
30017,11985,5542
30019,1633,828
30021,8810,4019
30023,9673,5529
30025,2994,1295
30027,11772,5837
30029,113679,52329
30031,126409,43808
30033,1211,583
30035,13609,4810
30037,835,495
30039,3595,2100
30041,16276,6064
30043,13048,6718
30045,2093,1144
30047,33338,16347
30049,75011,34081
30051,1974,947
30053,21895,12624
30055,1676,889
30057,9521,5383
30059,2071,1177
30061,5090,2820
30063,121849,47961
30065,5308,2856
30067,17903,9233
30069,554,328
30071,4249,2085
30073,6125,2850
30075,1743,988
30077,7133,3548
30079,1112,674
30081,47738,25691
30083,11173,4664
30085,10319,3334
30087,8160,3296
30089,13684,8189
30091,3498,1790
30093,36360,15932
30095,9173,4792
30097,3763,2039
30099,6430,3001
30101,5133,2125
30103,772,392
30105,7474,3699
30107,2057,987
30109,910,462
30111,170843,71384
31001,30899,13223
31003,6302,2997
31005,412,192
31007,674,354
31009,436,228
31011,5310,2547
31013,10692,4749
31015,1725,987
31017,2853,1430
31019,50697,19023
31021,6727,3339
31023,8459,3920
31025,27446,12706
31027,8262,3926
31029,3724,1777
31031,5492,2565
31033,9541,4485
31035,6116,2731
31037,10566,3949
31039,8918,4059
31041,10581,4947
31043,21268,7657
31045,8133,3387
31047,24085,9424
31049,1871,1062
31051,5491,2554
31053,37187,15830
31055,589540,217886
31057,1561,873
31059,5548,2810
31061,2825,1475
31063,2585,1264
31065,4556,2330
31067,21634,10379
31069,1794,1029
31071,1763,952
31073,1847,959
31075,565,268
31077,2219,1090
31079,62197,24164
31081,9537,4295
31083,3045,1631
31085,846,415
31087,2552,1269
31089,10093,4755
31091,679,350
31093,6527,3091
31095,7054,3500
31097,5198,2334
31099,6770,3031
31101,8113,4312
31103,805,448
31105,3289,1763
31107,8298,4109
31109,326716,120536
31111,33365,15509
31113,655,347
31115,592,332
31117,383,220
31119,35627,14530
31121,7755,3640
31123,4504,2155
31125,3274,1536
31127,7076,2981
31129,4095,2156
31131,16335,7476
31133,2512,1316
31135,2795,1307
31137,9057,3965
31139,7299,3203
31141,34609,14416
31143,5228,2599
31145,10457,4778
31147,7689,3904
31149,1271,650
31151,14555,5783
31153,199886,72761
31155,23463,10373
31157,35699,15957
31159,17671,7300
31161,4928,2589
31163,2983,1554
31165,1154,643
31167,5856,2712
31169,4829,2424
31171,677,338
31173,6557,2066
31175,4012,1958
31177,21152,9691
31179,9874,3550
31181,3351,1630
31183,775,423
31185,14356,6182
32001,25803,11118
32003,2336573,963685
32005,49545,30088
32007,54293,20079
32009,736,452
32011,1917,948
32013,17136,6812
32015,5769,2355
32017,4452,2227
32019,62583,29304
32021,4528,2367
32023,55720,31902
32027,6364,2979
32029,4177,2612
32031,498022,211633
32033,8522,3964
32510,58036,27059
33001,65027,35240
33003,52448,31918
33005,77703,37875
33007,31372,17487
33009,93146,45695
33011,427354,192509
33013,157103,74112
33015,320689,160873
33017,133243,56166
33019,43969,23116
34001,275213,129891
34003,957736,444646
34005,469167,215581
34007,527196,221488
34009,94610,54147
34011,152326,61749
34013,851117,342911
34015,308423,134828
34017,705472,251335
34019,130183,67304
34021,381671,163738
34023,863623,368784
34025,642799,310147
34027,514423,241878
34029,659197,304847
34031,513395,212992
34033,65338,29942
34035,348842,162043
34037,146132,70720
34039,572726,240636
34041,111252,54565
35001,671586,288223
35003,3825,2692
35005,63561,25091
35006,26780,11045
35007,12255,6641
35009,47222,15305
35011,1657,851
35013,225210,85522
35015,60275,22413
35017,27472,15064
35019,4292,1874
35021,624,400
35023,3965,1936
35025,72101,23734
35027,20029,11494
35028,19444,8580
35029,25316,10598
35031,68797,25374
35033,4123,2419
35035,68835,26898
35037,8510,4372
35039,39876,18767
35041,18787,6529
35043,155936,70640
35045,120675,48807
35047,26668,13783
35049,155956,85510
35051,11488,7128
35053,15963,7137
35055,34405,19903
35057,15633,7613
35059,3964,1869
35061,79141,34312
36001,316659,133140
36003,46651,20633
36005,1356476,532844
36007,196077,86306
36009,75600,35654
36011,74485,36264
36013,124891,59304
36015,81325,37691
36017,45920,22918
36019,78115,35614
36021,60470,33886
36023,45752,18827
36025,44410,23958
36027,297150,140010
36029,946147,422773
36031,36775,20566
36033,46502,21652
36035,52234,25534
36037,57529,27329
36039,47062,24835
36041,5082,3305
36043,59484,29066
36045,114787,40922
36047,2561225,998145
36049,26548,12548
36051,61158,28376
36053,66921,31794
36055,748482,327886
36057,49368,21842
36059,1381715,639075
36061,1597451,674886
36063,209457,100511
36065,227555,103197
36067,467873,204894
36069,112494,55520
36071,407470,162213
36073,39124,18998
36075,118162,53097
36077,60126,27200
36079,98060,47955
36081,2252196,1021630
36083,159305,70862
36085,490687,218970
36087,340807,130512
36089,106940,47355
36091,238711,115586
36093,159902,68500
36095,30105,15256
36097,17507,9188
36099,32349,15396
36101,92162,44031
36103,1523170,705670
36105,79920,36691
36107,47715,23641
36109,103558,38111
36111,182333,89377
36113,65380,34175
36115,60047,30409
36117,90829,44259
36119,990817,456688
36121,39532,19123
36123,24472,11467
37001,179165,76391
37003,36473,17767
37005,11342,6513
37007,21897,9979
37009,27063,15270
37011,17561,9180
37013,44481,23863
37015,16922,8789
37017,29484,14813
37019,159964,100267
37021,275901,130891
37023,88338,44489
37025,240016,94868
37027,80574,40297
37029,11137,4970
37031,69615,39517
37033,22807,11634
37035,164645,75845
37037,81624,44048
37039,29959,18067
37041,13891,7282
37043,11864,7344
37045,101378,45940
37047,50121,23360
37049,102391,45298
37051,337890,112077
37053,31593,14717
37055,38110,21091
37057,174804,81720
37059,44599,22402
37061,49520,22409
37063,336892,126219
37065,48832,22587
37067,392921,165235
37069,77001,34686
37071,237242,102389
37073,10343,5378
37075,8052,4176
37077,62192,29126
37079,20530,8859
37081,549866,223447
37083,47298,22903
37085,141477,52234
37087,62969,33521
37089,119230,63699
37091,19453,9421
37093,54446,18642
37095,4607,2425
37097,199710,89631
37099,44574,19418
37101,241955,97658
37103,9401,4896
37105,67059,28821
37107,54895,25642
37109,95675,46810
37111,44893,22291
37113,38412,21114
37115,22071,11078
37117,21447,11172
37119,1163701,422714
37121,14999,8029
37123,26085,12924
37125,106898,50960
37127,96551,44599
37129,238852,106661
37131,16715,9525
37133,213676,56203
37135,150626,60807
37137,12423,7534
37139,41444,17788
37141,68521,31145
37143,13377,7398
37145,39737,19568
37147,175119,64166
37149,20060,12280
37151,147458,67577
37153,42324,18636
37155,117365,46913
37157,92518,45992
37159,151661,67130
37161,65507,32919
37163,59601,25988
37165,34376,14634
37167,65699,29622
37169,45532,23895
37171,71462,34990
37173,13916,6402
37175,33549,19331
37177,3461,1747
37179,256452,107084
37181,42301,18764
37183,1190275,462828
37185,18836,10155
37187,10713,5848
37189,54748,20990
37191,118686,48748
37193,66013,33454
37195,78970,35403
37197,37774,18688
37199,18938,10215
38001,2163,1158
38003,10726,5192
38005,5745,2103
38007,1034,490
38009,6349,3152
38011,2867,1375
38013,2134,1005
38015,100012,41065
38017,196362,64139
38019,3596,1866
38021,4900,2161
38023,2135,1040
38025,4019,1695
38027,2263,1062
38029,3224,1776
38031,3309,1636
38033,1743,936
38035,72708,23730
38037,2215,1214
38039,2248,1223
38041,2415,1138
38043,2342,1212
38045,4096,2134
38047,1869,932
38049,5131,2441
38051,2488,1365
38053,14252,4316
38055,9832,5143
38057,8309,4021
38059,33895,13816
38061,9383,3447
38063,2991,1620
38065,1879,942
38067,6661,3360
38069,3902,1911
38071,11463,5188
38073,5603,2719
38075,2279,1080
38077,16558,7073
38079,11728,4120
38081,3776,1864
38083,1266,738
38085,3643,1168
38087,674,399
38089,33001,11523
38091,1782,911
38093,21392,9713
38095,2030,1078
38097,7908,3571
38099,10305,4981
38101,68332,23690
38103,3876,2132
38105,39113,11741
39001,27521,12629
39003,100838,43731
39005,52190,23975
39007,96845,45675
39009,62706,22748
39011,46050,20799
39013,64918,31717
39015,43777,20461
39017,393043,158774
39019,26758,13557
39021,38845,18087
39023,134610,61767
39025,211972,95240
39027,41938,18703
39029,100182,49603
39031,36869,16751
39033,41529,19864
39035,1233088,550083
39037,51415,23779
39039,38315,17097
39041,231636,97846
39043,74035,37239
39045,165360,70639
39047,28817,12816
39049,1326063,473199
39051,42007,19346
39053,28986,13239
39055,95407,47680
39057,169691,72600
39059,38089,17671
39061,827058,330455
39063,74704,32623
39065,30368,12082
39067,14159,7146
39069,27520,12613
39071,43614,19751
39073,27540,13328
39075,44386,15991
39077,58199,25992
39079,32606,14320
39081,64026,31088
39083,63320,27911
39085,231640,113700
39087,56118,26307
39089,183201,80061
39091,46057,21509
39093,317910,148141
39095,425484,180198
39097,44602,19742
39099,225596,108349
39101,64851,28837
39103,184042,88461
39105,21767,10787
39107,42439,18334
39109,110876,50209
39111,13153,6719
39113,533796,227580
39115,13646,6750
39117,35595,17041
39119,86305,38409
39121,14311,8322
39123,39803,22530
39125,18706,8638
39127,35551,16213
39129,61086,26009
39131,27001,12279
39133,162665,71301
39135,40556,19298
39137,34199,15134
39139,125064,56033
39141,76501,34858
39143,58709,27427
39145,71969,32129
39147,54527,24225
39149,47765,21097
39151,372716,171931
39153,535733,244295
39155,200373,96882
39157,91874,41786
39159,69637,27624
39161,28704,13096
39163,12474,6030
39165,252148,108836
39167,58577,28641
39169,116510,50185
39171,36591,16877
39173,132650,52370
39175,21457,10169
40001,19627,8010
40003,5673,2715
40005,14525,6272
40007,5018,2244
40009,22042,8506
40011,8539,3765
40013,48967,19664
40015,26214,10135
40017,175829,63927
40019,48596,20031
40021,48185,19485
40023,14276,6463
40025,2191,1030
40027,301193,112842
40029,5266,2412
40031,121574,42741
40033,5427,2540
40035,14494,6501
40037,73332,32390
40039,28266,9752
40041,41703,21729
40043,4286,1843
40045,3648,1813
40047,62023,23990
40049,25865,10894
40051,57375,24380
40053,4083,1899
40055,5466,2328
40057,2392,1057
40059,3190,1454
40061,11832,5368
40063,13436,5628
40065,24669,9320
40067,5347,2457
40069,10216,4373
40071,43641,18434
40073,15481,6217
40075,8398,3871
40077,9526,4352
40079,49596,20849
40081,34562,15662
40083,53029,23115
40085,10296,4452
40087,47072,19269
40089,30660,12587
40091,19603,10143
40093,7581,3406
40095,15970,7613
40097,39889,17637
40099,13754,6443
40101,66677,27073
40103,10832,5074
40105,9438,4316
40107,11300,5020
40109,808866,297996
40111,37035,15717
40113,46130,22078
40115,30287,12382
40117,15864,7206
40119,83352,25554
40121,43479,19287
40123,38396,15279
40125,73791,30670
40127,10800,5245
40129,3295,1519
40131,100248,43247
40133,23565,10074
40135,40291,17898
40137,44014,20094
40139,20371,7152
40141,6869,3206
40143,682868,260207
40145,89280,37318
40147,53706,23094
40149,10736,4760
40151,8564,3205
40153,19947,8125
41001,16912,8825
41003,97713,37873
41005,423173,195943
41007,41102,21118
41009,53880,25675
41011,64212,34940
41013,26952,13830
41015,23296,14916
41017,208513,98451
41019,112435,58031
41021,2026,1126
41023,7215,4017
41025,7440,3846
41027,23745,10720
41029,220768,105063
41031,25454,11397
41033,87821,46124
41035,70003,32474
41037,8293,4294
41039,381181,170627
41041,50821,30109
41043,131496,57542
41045,32044,12529
41047,346741,139121
41049,12302,4892
41051,789698,315924
41053,89805,37457
41055,1951,995
41057,27417,14892
41059,80053,31585
41061,25944,11381
41063,7674,4152
41065,26333,12009
41067,598865,238241
41069,1436,948
41071,108644,46867
42001,106748,52251
42003,1224825,547856
42005,64074,33703
42007,165631,82360
42009,47350,24794
42011,432821,189719
42013,120273,57576
42015,59695,29081
42017,645984,318004
42019,198413,95873
42021,130668,66131
42023,4380,2532
42025,65458,33595
42027,157795,60479
42029,549784,245555
42031,36970,16900
42033,77090,39155
42035,37607,16751
42037,65439,29393
42039,82001,40380
42041,270738,118048
42043,289234,124330
42045,576720,245486
42047,30198,16109
42049,267571,119914
42051,123915,62540
42053,6449,3512
42055,157854,73256
42057,14468,7439
42059,34357,16556
42061,43514,21229
42063,83094,36951
42065,43612,21445
42067,23243,11138
42069,216123,99871
42071,558589,242755
42073,84472,42119
42075,144252,65667
42077,377754,161696
42079,327388,151451
42081,112724,51768
42083,39519,19120
42085,108503,54262
42087,45922,21905
42089,166053,81753
42091,868742,392081
42093,17860,8546
42095,319091,148217
42097,90120,44131
42099,46083,22475
42101,1550542,573794
42103,61247,33666
42105,15999,8538
42107,143786,69213
42109,39717,18154
42111,72197,37696
42113,5834,3693
42115,38109,20447
42117,40840,20470
42119,42042,18251
42121,49431,26329
42123,37572,19732
42125,210232,103417
42127,51262,27826
42129,351163,183724
42131,25902,12913
42133,464640,210443
44001,50255,24769
44003,171278,82822
44005,83832,44115
44007,660615,273000
44009,129982,66029
45001,24434,12084
45003,177130,81903
45005,7369,3537
45007,213076,94494
45009,12974,6375
45011,20447,9216
45013,198979,106506
45015,255217,99764
45017,14186,7495
45019,424367,180770
45021,56714,24734
45023,32226,14991
45025,44031,20465
45027,31004,16008
45029,38874,18149
45031,62416,28484
45033,27698,11711
45035,169833,68424
45037,27607,13174
45039,20422,11000
45041,137214,58962
45043,65731,38442
45045,558036,231993
45047,69460,30720
45049,18122,8201
45051,397478,217753
45053,33544,17455
45055,69905,31171
45057,108215,50320
45059,68873,31398
45061,15967,7424
45063,309528,134087
45065,9941,6798
45067,28508,13537
45069,25704,11636
45071,38825,18181
45073,81221,42683
45075,82820,37958
45077,135495,55525
45079,425138,156702
45081,19123,9217
45083,356698,146028
45085,104165,42880
45087,26629,13094
45089,29891,14606
45091,298320,125507
46003,2782,1219
46005,19591,7865
46007,3305,1170
46009,7065,3239
46011,35980,11141
46013,37733,15778
46015,5311,2497
46017,1884,523
46019,10863,4814
46021,1340,789
46023,9240,3783
46025,3948,1743
46027,15431,4440
46029,28971,12903
46031,3782,1294
46033,9117,5847
46035,19922,8835
46037,5451,2821
46039,4354,2041
46041,5208,1487
46043,2838,1310
46045,4057,2042
46047,7393,4457
46049,2151,985
46051,7553,3841
46053,4018,2000
46055,1851,894
46057,6451,2308
46059,3107,1511
46061,3471,1468
46063,1324,623
46065,17624,7600
46067,7394,3387
46069,1186,574
46071,2776,933
46073,1660,873
46075,855,461
46077,5276,2457
46079,11031,5375
46081,28053,14183
46083,73238,27195
46085,3705,1560
46087,5809,2463
46089,2334,1260
46091,4390,2088
46093,30954,12444
46095,1851,729
46097,2280,1137
46099,206930,76396
46101,6450,2835
46102,13434,3460
46103,115903,52071
46105,2834,1475
46107,2413,1275
46109,10206,4485
46111,2399,1102
46115,6166,3082
46117,3043,1455
46119,1494,792
46121,9199,2221
46123,5621,2776
46125,9027,4038
46127,17183,7683
46129,5269,2511
46135,23517,11015
46137,2322,862
47001,80234,37065
47003,53055,21026
47005,16103,8382
47007,15060,7810
47009,141456,69034
47011,111579,49173
47013,40223,19445
47015,15063,6947
47017,28860,13246
47019,57022,29042
47021,42254,18946
47023,17606,7338
47025,32654,15527
47027,7714,4110
47029,37404,18872
47031,60633,26161
47033,13982,6219
47035,64760,37743
47037,712334,248259
47039,11656,5922
47041,21225,9936
47043,56729,24768
47045,36498,15710
47047,44175,23409
47049,19696,10144
47051,44654,20851
47053,51045,21838
47055,30721,14844
47057,24681,12670
47059,72577,36345
47061,13955,6647
47063,66216,28939
47065,379864,164030
47067,6956,3446
47069,25567,11225
47071,27229,13989
47073,58600,29943
47075,17328,8188
47077,28070,12788
47079,32554,16878
47081,25826,11642
47083,8393,4033
47085,19209,9222
47087,12363,6545
47089,57838,28698
47091,18375,9759
47093,500669,201828
47095,6347,2747
47097,24610,10464
47099,46114,19905
47101,13066,6175
47103,36169,16977
47105,60591,33167
47107,55678,26257
47109,26163,12483
47111,26793,11161
47113,99193,42585
47115,29382,14518
47117,36961,15757
47119,110760,46736
47121,13691,6898
47123,48594,24427
47125,239872,72805
47127,6748,3414
47129,21573,10008
47131,30411,14289
47133,23327,11235
47135,8891,4186
47137,5128,2979
47139,18033,9343
47141,83844,33224
47143,33924,15698
47145,56096,29081
47147,76776,32076
47149,367101,128176
47151,22171,9794
47153,17161,8494
47155,99415,48018
47157,910042,350189
47159,20538,9250
47161,14222,6964
47163,162135,80707
47165,207994,89675
47167,62015,26232
47169,12271,4418
47171,17756,9282
47173,20741,9910
47175,6493,3405
47177,42638,18807
47179,138420,62032
47181,16066,7845
47183,33084,13836
47185,28692,13727
47187,264460,114747
47189,163674,69132
48001,57736,23417
48003,18664,5904
48005,87319,35779
48007,25374,14138
48009,9029,4227
48011,1832,899
48013,51784,19868
48015,31677,14525
48017,6672,2436
48019,22637,13185
48021,110778,43823
48023,3463,1634
48025,30850,10745
48027,393193,127460
48029,2087679,738479
48031,13048,7487
48033,572,316
48035,18996,9779
48037,91687,38095
48039,398938,149064
48041,244703,67693
48043,9513,4555
48045,1445,725
48047,6848,2589
48049,38709,18015
48051,19475,9177
48053,53991,26984
48055,49859,19566
48057,19696,8806
48059,14374,6896
48061,426710,153516
48063,13000,5343
48065,5878,2668
48067,28659,13856
48069,7227,2746
48071,53876,18509
48073,52217,21965
48075,6788,2493
48077,10738,5499
48079,2509,946
48081,3352,1680
48083,7842,4115
48085,1195359,452719
48087,2563,1088
48089,21117,9958
48091,193928,88073
48093,14050,6866
48095,3297,1557
48097,43782,19419
48099,84878,26458
48101,1294,680
48103,4574,1608
48105,2858,1248
48107,4917,2079
48109,2196,951
48111,7237,2259
48113,2606358,916719
48115,12004,4181
48117,18347,6160
48119,5520,2499
48121,1007703,379902
48123,19929,9089
48125,1711,951
48127,8257,3073
48129,3214,1557
48131,9604,3751
48133,18037,8373
48135,164494,49254
48137,1393,757
48139,222829,83205
48141,869880,305577
48143,44195,15995
48145,17286,7479
48147,37571,16609
48149,25474,13260
48151,3612,1801
48153,5090,2163
48155,1079,558
48157,916778,350292
48159,10735,5246
48161,20441,9428
48163,17987,5639
48165,22523,6432
48167,361744,150729
48169,4517,1766
48171,27733,15304
48173,1141,449
48175,7144,3698
48177,19930,8275
48179,20916,8350
48181,146907,62703
48183,126243,48773
48185,32384,14160
48187,188454,74953
48189,31761,11531
48191,2818,1383
48193,8619,4314
48195,5071,1921
48197,3490,1653
48199,58261,24595
48201,4835125,1699020
48203,70895,29647
48205,5145,2161
48207,5385,2518
48209,280486,95232
48211,3189,1353
48213,86158,41585
48215,898471,289355
48217,38101,17297
48219,21460,8105
48221,67774,34505
48223,38172,16574
48225,22066,10623
48227,30554,11740
48229,3451,1087
48231,113347,44505
48233,20033,8456
48235,1549,735
48237,8875,3745
48239,15221,6474
48241,32694,15248
48243,1856,1396
48245,251496,99029
48247,4720,1817
48249,38662,14781
48251,202906,77175
48253,20381,7991
48255,15018,5355
48257,185690,59888
48259,50537,24261
48261,343,171
48263,734,367
48265,53915,28797
48267,4442,2458
48269,217,113
48271,3148,1487
48273,30069,9439
48275,3302,1463
48277,51127,22073
48279,12711,5131
48281,23262,11363
48283,6537,2254
48285,20571,9948
48287,18240,8600
48289,16538,8101
48291,108272,36124
48293,22250,10170
48295,2906,1283
48297,11584,5048
48299,22875,14360
48301,43,16
48303,320940,106729
48305,5761,2191
48307,7452,3691
48309,268583,98557
48311,568,268
48313,13742,5008
48315,9571,5371
48317,5216,1742
48319,3931,2217
48321,36359,15157
48323,57762,18606
48325,54797,23842
48327,1958,1116
48329,177108,53366
48331,25951,12107
48333,4548,2458
48335,9075,3304
48337,21598,10257
48339,711354,274879
48341,21190,6940
48343,12066,5682
48345,1020,545
48347,65375,23777
48349,55635,22211
48351,12039,6195
48353,14306,6110
48355,352289,139385
48357,9704,3414
48359,1783,791
48361,85722,34419
48363,29747,13632
48365,22838,10246
48367,173494,73136
48369,9617,3681
48371,14623,5312
48373,54186,26049
48375,114647,41973
48377,5795,2512
48379,12986,6835
48381,148255,57080
48383,3141,1140
48385,2854,1628
48387,11678,6000
48389,11770,4036
48391,6666,3145
48393,840,380
48395,17267,7873
48397,131307,49836
48399,9868,4476
48401,53079,22469
48403,10106,5912
48405,7833,4195
48407,28936,14262
48409,70660,27460
48411,5845,2641
48413,2391,1059
48415,16212,6205
48417,3229,1529
48419,24179,10260
48421,2678,1079
48423,245209,99133
48425,9888,4702
48427,65934,20653
48429,9343,4116
48431,1397,503
48433,1218,630
48435,3221,1491
48437,6955,2677
48439,2182947,792397
48441,146836,50694
48443,687,384
48445,11547,4212
48447,1526,776
48449,31357,12165
48451,119057,45688
48453,1334961,464699
48455,14228,7599
48457,20382,9473
48459,43281,19281
48461,3109,1229
48463,24960,9339
48465,47720,15790
48467,64000,29872
48469,91664,36284
48471,81268,31943
48473,63553,20444
48475,10966,3892
48477,37007,17228
48479,269148,84795
48481,41739,17186
48483,4804,2158
48485,130180,48607
48487,12522,5471
48489,20037,7059
48491,697191,255012
48493,54183,23897
48495,7414,2721
48497,78097,32638
48499,47921,25570
48501,7468,2433
48503,18124,8102
48505,13736,4682
48507,9312,3312
49001,7233,2651
49003,62684,21308
49005,142393,38015
49007,20609,8579
49009,992,535
49011,373207,120380
49013,20477,7057
49015,10144,4128
49017,5314,2470
49019,9706,4310
49021,64211,21078
49023,13023,4060
49025,8425,4000
49027,13437,5134
49029,13000,4588
49031,1550,802
49033,2670,1133
49035,1185813,406582
49037,14358,5576
49039,30277,10859
49041,22344,8790
49043,42759,19588
49045,82051,25199
49047,37747,12572
49049,719174,175203
49051,37144,14493
49053,202452,86798
49055,2614,1262
49057,271926,93918
50001,37720,18636
50003,37183,19549
50005,30610,15498
50007,169481,69125
50009,6010,3422
50011,50994,23083
50013,7467,4116
50015,26060,12159
50017,29943,15587
50019,27516,13851
50021,60271,31678
50023,60142,29382
50025,45966,24342
50027,58101,30876
51001,33239,17433
51003,115676,51209
51005,14595,7926
51007,13480,6624
51009,31396,15300
51011,16864,7893
51013,234162,82914
51015,78247,39373
51017,4051,2370
51019,81525,42503
51021,6179,3367
51023,34125,18196
51025,15749,7692
51027,19087,10130
51029,16978,8165
51031,55270,26790
51033,32640,14064
51035,29239,16246
51036,6610,3887
51037,11336,5678
51041,383876,160153
51043,15466,8114
51045,4843,2726
51047,54973,23457
51049,9878,5019
51051,13640,7068
51053,28343,13653
51057,10598,5628
51059,1141878,475315
51061,75165,34006
51063,15679,8470
51065,28462,13738
51067,55549,29749
51069,95994,43394
51071,16457,8308
51073,40057,19753
51075,27197,15252
51077,15285,8339
51079,21301,9600
51081,11133,4906
51083,33432,17303
51085,114148,53495
51087,334760,142212
51089,49702,26180
51091,2339,1516
51093,40711,19444
51095,82654,43523
51097,6720,3629
51099,28568,11757
51101,19030,8270
51103,10859,6914
51105,21745,10874
51107,436347,168881
51109,41037,20364
51111,12038,5981
51113,14128,7225
51115,8514,5172
51117,30648,16554
51119,10924,6606
51121,98666,33844
51125,14705,8428
51127,26134,12149
51131,12021,6849
51133,12391,8022
51135,15566,6918
51137,38574,18177
51139,23741,12114
51141,17509,10098
51143,59571,32014
51145,32105,16465
51147,22049,8157
51149,42871,14441
51153,489640,182980
51155,33655,17505
51157,7414,4324
51159,9184,4260
51161,97026,47358
51163,22358,12388
51165,86568,39014
51167,25477,13176
51169,21433,11394
51171,45228,21895
51173,29216,14848
51175,17975,9477
51177,149588,61648
51179,165428,61551
51181,6593,3620
51183,10757,4769
51185,39120,19624
51187,41843,18500
51191,54050,28484
51193,19013,10407
51195,35174,16228
51197,28104,14294
51199,70952,30433
51510,155230,58809
51520,16807,8087
51530,6566,2626
51540,44983,15192
51550,253886,100009
51570,18393,7693
51580,5545,2532
51590,41837,18735
51595,5463,2372
51600,25144,9560
51610,14685,6247
51620,8339,3450
51630,28928,9280
51640,6717,2836
51650,137098,54089
51660,51082,13777
51670,22752,8854
51678,7528,2153
51680,79535,25425
51683,42696,14985
51685,16361,6079
51690,13763,5626
51700,183118,65855
51710,230930,77488
51720,3492,1452
51730,33309,13259
51735,12635,5771
51740,96793,36586
51750,16971,4434
51760,229247,81129
51770,97171,40861
51775,25600,11335
51790,25915,11809
51800,100659,41172
51810,453649,183734
51820,23182,9696
51830,15847,5238
51840,27617,11295
53001,20820,6528
53003,22549,11612
53005,215219,82451
53007,79997,35846
53009,77616,44496
53011,521150,219075
53013,4053,2203
53015,112864,50879
53017,44798,18826
53019,7497,4367
53021,99034,30369
53023,2363,1234
53025,102678,37269
53027,77290,38421
53029,86267,43435
53031,33714,22693
53033,2271380,872819
53035,277658,122399
53037,45508,19107
53039,23589,12328
53041,86154,40157
53043,11738,6074
53045,68389,34353
53047,43712,20990
53049,24200,14719
53051,14361,7820
53053,928696,358429
53055,18566,11832
53057,131417,62186
53059,12640,6921
53061,844761,339384
53063,551455,227697
53065,48837,25408
53067,299003,129033
53069,4765,2857
53071,61568,26250
53073,231919,96941
53075,48012,13309
53077,256643,92011
54001,15378,7254
54003,132440,54461
54005,20576,10553
54007,12162,6410
54009,21373,11271
54011,92082,39249
54013,5959,3322
54015,7783,3894
54017,7680,3934
54019,39072,19469
54021,7254,3129
54023,10921,5769
54025,32149,16701
54027,23649,12827
54029,28145,14798
54031,14251,7576
54033,64639,30375
54035,27593,13514
54037,59787,27514
54039,174805,84636
54041,16500,7941
54043,19701,9646
54045,30827,15176
54047,17439,8578
54049,55807,24905
54051,29405,15251
54053,24765,12263
54055,58057,27885
54057,26867,13294
54059,22023,10738
54061,107718,36785
54063,12382,6558
54065,17649,9805
54067,24169,12406
54069,41194,19634
54071,6029,3366
54073,7428,3571
54075,7765,4305
54077,34099,16202
54079,56962,27073
54081,72356,34220
54083,27350,13443
54085,8167,4265
54087,13743,7206
54089,11581,6422
54091,16388,8065
54093,6604,3856
54095,7919,4291
54097,23529,11119
54099,37686,18760
54101,8045,4376
54103,13890,6957
54105,5000,2604
54107,83052,40294
54109,20277,10358
55001,21449,13414
55003,16079,7756
55005,46833,23442
55007,16769,10151
55009,271417,112852
55011,13419,6934
55013,17092,10669
55015,53199,24422
55017,66970,31035
55019,34774,14441
55021,58091,27896
55023,15944,8355
55025,575347,216087
55027,88231,41962
55029,30562,18462
55031,44264,21136
55033,45794,18264
55035,107903,41944
55037,4682,2959
55039,103948,48078
55041,9325,5093
55043,51409,21327
55045,36951,18087
55047,19344,9777
55049,23956,11648
55051,6228,3860
55053,20855,9979
55055,85743,39650
