county_fips,state_abbr,county_name,cmr_facility_count,cct_facility_count,svi_percentile,svi_quartile,rucc_code,metro_indicator,total_population,adult_pop_45plus,rate_excluded,cmr_rate_per_100k,cct_rate_per_100k
22113,LA,Vermilion,0,0,0.7875,4,2.0,1,56992,23713,0,0.0,0.0
05121,AR,Randolph,0,0,0.7051,3,7.0,0,18907,8202,0,0.0,0.0
55085,WI,Oneida,0,0,0.036,1,7.0,0,38226,22385,0,0.0,0.0
22035,LA,East Carroll,0,0,0.8781,4,8.0,0,6829,2668,0,0.0,0.0
22037,LA,East Feliciana,0,0,0.5937,3,2.0,1,19229,9391,0,0.0,0.0
22087,LA,St. Bernard,0,0,0.9026,4,1.0,1,44463,16571,0,0.0,0.0
48481,TX,Wharton,0,0,0.9456,4,4.0,0,41739,17186,0,0.0,0.0
02198,AK,Prince of Wales-Hyder,0,0,0.818,4,9.0,0,5696,2721,0,0.0,0.0
02195,AK,Petersburg,0,0,0.6857,3,9.0,0,3427,1598,0,0.0,0.0
48153,TX,Floyd,0,0,0.7722,4,8.0,0,5090,2163,0,0.0,0.0
02275,AK,Wrangell,0,0,0.5342,3,9.0,0,2064,1125,0,0.0,0.0
21151,KY,Madison,0,1,0.3843,2,4.0,0,96735,36927,0,0.0,2.7080456034879625
47009,TN,Blount,0,0,0.2313,1,2.0,1,141456,69034,0,0.0,0.0
30031,MT,Gallatin,0,0,0.0783,1,3.0,1,126409,43808,0,0.0,0.0
45031,SC,Darlington,0,0,0.8921,4,3.0,1,62416,28484,0,0.0,0.0
01053,AL,Escambia,0,0,0.8473,4,6.0,0,36558,16178,0,0.0,0.0
13143,GA,Haralson,0,0,0.3089,2,1.0,1,32038,13381,0,0.0,0.0
20001,KS,Allen,0,0,0.5854,3,7.0,0,12412,5589,0,0.0,0.0
17041,IL,Douglas,0,0,0.4578,2,8.0,0,19629,8382,0,0.0,0.0
51079,VA,Greene,0,0,0.2199,1,3.0,1,21301,9600,0,0.0,0.0
55137,WI,Waushara,0,0,0.3917,2,8.0,0,24934,13952,0,0.0,0.0
05065,AR,Izard,0,0,0.671,3,9.0,0,14169,7450,0,0.0,0.0
06053,CA,Monterey,3,5,0.8686,4,2.0,1,430723,163608,0,1.8336511662021415,3.05608527700357
35017,NM,Grant,0,0,0.7404,3,7.0,0,27472,15064,0,0.0,0.0
29131,MO,Miller,0,0,0.3793,2,6.0,0,25590,11669,0,0.0,0.0
37193,NC,Wilkes,0,0,0.707,3,6.0,0,66013,33454,0,0.0,0.0
02110,AK,Juneau,0,1,0.3528,2,5.0,0,31555,13597,0,0.0,7.3545635066558805
29165,MO,Platte,0,0,0.1632,1,1.0,1,111940,46701,0,0.0,0.0
29021,MO,Buchanan,1,1,0.8218,4,3.0,1,82956,35195,0,2.841312686461145,2.841312686461145
01083,AL,Limestone,0,0,0.3233,2,2.0,1,114654,49654,0,0.0,0.0
18065,IN,Henry,0,0,0.3045,2,6.0,0,48929,22779,0,0.0,0.0
31143,NE,Polk,0,0,0.0477,1,8.0,0,5228,2599,0,0.0,0.0
39123,OH,Ottawa,0,0,0.105,1,3.0,1,39803,22530,0,0.0,0.0
27107,MN,Norman,0,0,0.2806,2,8.0,0,6329,3058,0,0.0,0.0
19165,IA,Shelby,0,0,0.029,1,8.0,0,11806,5815,0,0.0,0.0
24013,MD,Carroll,0,0,0.0277,1,1.0,1,176639,80062,0,0.0,0.0
19011,IA,Benton,0,0,0.007,1,2.0,1,25796,12204,0,0.0,0.0
21159,KY,Martin,0,0,0.6869,3,8.0,0,10928,4718,0,0.0,0.0
27025,MN,Chisago,0,0,0.0426,1,1.0,1,58535,26237,0,0.0,0.0
21189,KY,Owsley,0,0,0.5078,3,9.0,0,4001,1876,0,0.0,0.0
42015,PA,Bradford,1,1,0.3754,2,6.0,0,59695,29081,0,3.4386712974106803,3.4386712974106803
54029,WV,Hancock,0,0,0.2969,2,3.0,1,28145,14798,0,0.0,0.0
29051,MO,Cole,0,1,0.2049,1,3.0,1,77278,33538,0,0.0,2.981692408611128
26021,MI,Berrien,0,1,0.6338,3,3.0,1,152261,72623,0,0.0,1.3769742368120292
42061,PA,Huntingdon,0,0,0.3481,2,6.0,0,43514,21229,0,0.0,0.0
31045,NE,Dawes,0,0,0.3156,2,9.0,0,8133,3387,0,0.0,0.0
51141,VA,Patrick,0,0,0.2558,2,8.0,0,17509,10098,0,0.0,0.0
26119,MI,Montmorency,0,0,0.4311,2,9.0,0,9678,6051,0,0.0,0.0
26135,MI,Oscoda,0,0,0.5797,3,9.0,0,8545,4789,0,0.0,0.0
35007,NM,Colfax,0,0,0.7989,4,7.0,0,12255,6641,0,0.0,0.0
17163,IL,St. Clair,0,0,0.532,3,1.0,1,251018,108404,0,0.0,0.0
17189,IL,Washington,0,0,0.0347,1,8.0,0,13536,6731,0,0.0,0.0
42009,PA,Bedford,0,0,0.1868,1,8.0,0,47350,24794,0,0.0,0.0
05127,AR,Scott,0,0,0.7537,4,8.0,0,9851,4629,0,0.0,0.0
20099,KS,Labette,0,0,0.4941,2,7.0,0,19728,8946,0,0.0,0.0
42073,PA,Lawrence,0,0,0.5151,3,1.0,1,84472,42119,0,0.0,0.0
39067,OH,Harrison,0,0,0.5262,3,8.0,0,14159,7146,0,0.0,0.0
37003,NC,Alexander,0,0,0.4559,2,2.0,1,36473,17767,0,0.0,0.0
34009,NJ,Cape May,0,2,0.3541,2,2.0,1,94610,54147,0,0.0,3.6936487709383714
33005,NH,Cheshire,0,0,0.1702,1,4.0,0,77703,37875,0,0.0,0.0
27089,MN,Marshall,0,0,0.1133,1,8.0,0,8810,4264,0,0.0,0.0
51101,VA,King William,0,0,0.0334,1,1.0,1,19030,8270,0,0.0,0.0
08055,CO,Huerfano,0,0,0.5383,3,8.0,0,7055,4239,0,0.0,0.0
48255,TX,Karnes,0,0,0.9367,4,8.0,0,15018,5355,0,0.0,0.0
47023,TN,Chester,0,0,0.4553,2,3.0,1,17606,7338,0,0.0,0.0
17171,IL,Scott,0,0,0.0512,1,9.0,0,4710,2372,0,0.0,0.0
49027,UT,Millard,0,0,0.4502,2,9.0,0,13437,5134,0,0.0,0.0
49029,UT,Morgan,0,0,0.0,1,2.0,1,13000,4588,0,0.0,0.0
48257,TX,Kaufman,0,0,0.7089,3,1.0,1,185690,59888,0,0.0,0.0
04011,AZ,Greenlee,0,0,0.3598,2,9.0,0,9369,3337,0,0.0,0.0
04013,AZ,Maricopa,9,18,0.713,3,1.0,1,4585871,1858458,0,0.4842724452207153,0.9685448904414306
26129,MI,Ogemaw,0,0,0.4766,2,9.0,0,20990,11702,0,0.0,0.0
47087,TN,Jackson,0,0,0.7035,3,8.0,0,12363,6545,0,0.0,0.0
17159,IL,Richland,0,0,0.413,2,7.0,0,15488,7249,0,0.0,0.0
01009,AL,Blount,0,0,0.6166,3,1.0,1,59816,27163,0,0.0,0.0
30051,MT,Liberty,0,0,0.6592,3,9.0,0,1974,947,1,,
48131,TX,Duval,0,0,0.9768,4,9.0,0,9604,3751,0,0.0,0.0
29173,MO,Ralls,0,0,0.1168,1,9.0,0,10489,5462,0,0.0,0.0
48251,TX,Johnson,0,0,0.6284,3,1.0,1,202906,77175,0,0.0,0.0
13061,GA,Clay,0,0,0.9061,4,9.0,0,2853,1481,0,0.0,0.0
41023,OR,Grant,0,0,0.5784,3,9.0,0,7215,4017,0,0.0,0.0
41011,OR,Coos,0,0,0.7661,4,5.0,0,64212,34940,0,0.0,0.0
48159,TX,Franklin,0,0,0.3821,2,9.0,0,10735,5246,0,0.0,0.0
36113,NY,Warren,0,0,0.1954,1,3.0,1,65380,34175,0,0.0,0.0
51113,VA,Madison,0,0,0.1594,1,8.0,0,14128,7225,0,0.0,0.0
40005,OK,Atoka,0,0,0.8556,4,9.0,0,14525,6272,0,0.0,0.0
17129,IL,Menard,0,0,0.0283,1,3.0,1,11954,5792,0,0.0,0.0
13015,GA,Bartow,0,2,0.454,2,1.0,1,115041,47644,0,0.0,4.197800352615229
12069,FL,Lake,2,5,0.6214,3,1.0,1,424462,219235,0,0.9122630966770817,2.2806577416927043
40111,OK,Okmulgee,0,0,0.922,4,1.0,1,37035,15717,0,0.0,0.0
38083,ND,Sheridan,0,0,0.0073,1,8.0,0,1266,738,1,,
18049,IN,Fulton,0,0,0.5415,3,7.0,0,20358,9439,0,0.0,0.0
20091,KS,Johnson,4,1,0.0605,1,1.0,1,622237,255185,0,1.5674902521699943,0.39187256304249857
24009,MD,Calvert,0,0,0.0057,1,3.0,1,94728,41730,0,0.0,0.0
55129,WI,Washburn,0,0,0.119,1,8.0,0,16930,9853,0,0.0,0.0
53031,WA,Jefferson,0,0,0.3643,2,6.0,0,33714,22693,0,0.0,0.0
27169,MN,Winona,0,0,0.2377,1,4.0,0,49721,20512,0,0.0,0.0
28149,MS,Warren,0,0,0.8279,4,4.0,0,42298,18871,0,0.0,0.0
29003,MO,Andrew,0,0,0.0169,1,3.0,1,18127,8451,0,0.0,0.0
29139,MO,Montgomery,0,0,0.4187,2,8.0,0,11459,5521,0,0.0,0.0
20021,KS,Cherokee,0,0,0.4718,2,3.0,1,19054,8884,0,0.0,0.0
37083,NC,Halifax,0,0,0.987,4,4.0,0,47298,22903,0,0.0,0.0
35043,NM,Sandoval,0,0,0.3933,2,2.0,1,155936,70640,0,0.0,0.0
21051,KY,Clay,0,0,0.8174,4,9.0,0,19648,8545,0,0.0,0.0
42035,PA,Clinton,0,0,0.5409,3,6.0,0,37607,16751,0,0.0,0.0
41043,OR,Linn,0,0,0.6586,3,3.0,1,131496,57542,0,0.0,0.0
55065,WI,Lafayette,0,0,0.1339,1,8.0,0,16945,7743,0,0.0,0.0
40147,OK,Washington,0,0,0.5867,3,4.0,0,53706,23094,0,0.0,0.0
54077,WV,Preston,0,0,0.4591,2,3.0,1,34099,16202,0,0.0,0.0
55135,WI,Waupaca,0,0,0.1142,1,6.0,0,51388,26005,0,0.0,0.0
48137,TX,Edwards,0,0,0.6844,3,9.0,0,1393,757,1,,
41037,OR,Lake,0,0,0.8517,4,9.0,0,8293,4294,0,0.0,0.0
29153,MO,Ozark,0,0,0.5632,3,9.0,0,8970,5066,0,0.0,0.0
48473,TX,Waller,0,0,0.8317,4,1.0,1,63553,20444,0,0.0,0.0
01099,AL,Monroe,0,0,0.7416,3,8.0,0,19229,9416,0,0.0,0.0
50009,VT,Essex,0,0,0.4155,2,9.0,0,6010,3422,0,0.0,0.0
51111,VA,Lunenburg,0,0,0.9243,4,9.0,0,12038,5981,0,0.0,0.0
38097,ND,Traill,0,0,0.0697,1,8.0,0,7908,3571,0,0.0,0.0
13139,GA,Hall,2,2,0.8136,4,3.0,1,217267,90704,0,2.2049744222967016,2.2049744222967016
13283,GA,Treutlen,0,0,0.9389,4,9.0,0,6341,2667,0,0.0,0.0
13037,GA,Calhoun,0,0,0.9688,4,8.0,0,5457,2391,0,0.0,0.0
55125,WI,Vilas,0,0,0.0729,1,9.0,0,23885,14935,0,0.0,0.0
27007,MN,Beltrami,0,1,0.755,4,7.0,0,46718,18231,0,0.0,5.48516263507213
24019,MD,Dorchester,0,0,0.7824,4,6.0,0,32879,16316,0,0.0,0.0
42037,PA,Columbia,0,0,0.2813,2,4.0,0,65439,29393,0,0.0,0.0
39023,OH,Clark,0,1,0.6627,3,3.0,1,134610,61767,0,0.0,1.6189874852267392
48323,TX,Maverick,0,0,0.9901,4,3.0,1,57762,18606,0,0.0,0.0
04019,AZ,Pima,1,3,0.888,4,1.0,1,1063162,471227,0,0.21221194880598945,0.6366358464179684
35006,NM,Cibola,0,0,0.9663,4,6.0,0,26780,11045,0,0.0,0.0
34005,NJ,Burlington,3,1,0.2434,1,1.0,1,469167,215581,0,1.391588312513626,0.46386277083787536
50021,VT,Rutland,0,0,0.3955,2,7.0,0,60271,31678,0,0.0,0.0
13099,GA,Early,0,0,0.9357,4,8.0,0,10563,4832,0,0.0,0.0
25007,MA,Dukes,0,1,0.133,1,7.0,0,20819,11696,0,0.0,8.549931600547195
38049,ND,McHenry,0,0,0.0907,1,3.0,1,5131,2441,0,0.0,0.0
31179,NE,Wayne,0,0,0.1626,1,7.0,0,9874,3550,0,0.0,0.0
38045,ND,LaMoure,0,0,0.0305,1,9.0,0,4096,2134,0,0.0,0.0
16023,ID,Butte,0,0,0.7009,3,3.0,1,2758,1365,0,0.0,0.0
33007,NH,Coos,0,0,0.4862,2,7.0,0,31372,17487,0,0.0,0.0
38043,ND,Kidder,0,0,0.0321,1,8.0,0,2342,1212,0,0.0,0.0
48273,TX,Kleberg,0,0,0.9924,4,4.0,0,30069,9439,0,0.0,0.0
18127,IN,Porter,0,0,0.1374,1,1.0,1,175335,78328,0,0.0,0.0
28101,MS,Newton,0,0,0.6793,3,8.0,0,21019,8822,0,0.0,0.0
37163,NC,Sampson,0,0,0.9459,4,6.0,0,59601,25988,0,0.0,0.0
47127,TN,Moore,0,0,0.2262,1,9.0,0,6748,3414,0,0.0,0.0
12103,FL,Pinellas,3,10,0.7095,3,1.0,1,961596,525921,0,0.5704278779512513,1.9014262598375042
17065,IL,Hamilton,0,0,0.3029,2,9.0,0,7911,3786,0,0.0,0.0
05105,AR,Perry,0,0,0.4292,2,2.0,1,10184,5038,0,0.0,0.0
20023,KS,Cheyenne,0,0,0.2953,2,9.0,0,2636,1281,0,0.0,0.0
08029,CO,Delta,0,0,0.581,3,6.0,0,31746,17080,0,0.0,0.0
19185,IA,Wayne,0,0,0.4168,2,9.0,0,6557,2989,0,0.0,0.0
48165,TX,Gaines,0,0,0.6745,3,6.0,0,22523,6432,0,0.0,0.0
01093,AL,Marion,0,0,0.6946,3,9.0,0,29244,14156,0,0.0,0.0
37189,NC,Watauga,0,1,0.4238,2,5.0,0,54748,20990,0,0.0,4.76417341591234
51770,VA,Roanoke,1,0,0.8521,4,2.0,1,97171,40861,0,2.4473214067203446,0.0
48317,TX,Martin,0,0,0.5966,3,3.0,1,5216,1742,0,0.0,0.0
48037,TX,Bowie,0,0,0.8766,4,3.0,1,91687,38095,0,0.0,0.0
49057,UT,Weber,0,0,0.3471,2,2.0,1,271926,93918,0,0.0,0.0
29127,MO,Marion,0,0,0.4368,2,7.0,0,28336,12391,0,0.0,0.0
36045,NY,Jefferson,0,0,0.6653,3,3.0,1,114787,40922,0,0.0,0.0
19097,IA,Jackson,0,0,0.078,1,6.0,0,19342,9548,0,0.0,0.0
38063,ND,Nelson,0,0,0.0468,1,8.0,0,2991,1620,0,0.0,0.0
36019,NY,Clinton,0,1,0.4445,2,4.0,0,78115,35614,0,0.0,2.807884539787724
08045,CO,Garfield,0,1,0.6058,3,5.0,0,62707,24901,0,0.0,4.015902975784105
29177,MO,Ray,0,0,0.0932,1,1.0,1,23182,10799,0,0.0,0.0
39073,OH,Hocking,0,0,0.4976,2,1.0,1,27540,13328,0,0.0,0.0
01085,AL,Lowndes,0,0,0.9042,4,2.0,1,9717,4579,0,0.0,0.0
13043,GA,Candler,0,0,0.916,4,9.0,0,11059,4651,0,0.0,0.0
19113,IA,Linn,0,1,0.1944,1,2.0,1,228972,96872,0,0.0,1.032290032207449
06105,CA,Trinity,0,0,0.7206,3,8.0,0,15670,9202,0,0.0,0.0
13215,GA,Muscogee,0,1,0.9446,4,2.0,1,201877,75834,0,0.0,1.318669725980431
28135,MS,Tallahatchie,0,0,0.9141,4,9.0,0,11837,5068,0,0.0,0.0
20005,KS,Atchison,0,0,0.4728,2,6.0,0,16016,6573,0,0.0,0.0
48003,TX,Andrews,0,0,0.6834,3,6.0,0,18664,5904,0,0.0,0.0
39109,OH,Miami,0,1,0.0643,1,2.0,1,110876,50209,0,0.0,1.991674799338764
48375,TX,Potter,0,0,0.9889,4,2.0,1,114647,41973,0,0.0,0.0
40133,OK,Seminole,0,0,0.9523,4,7.0,0,23565,10074,0,0.0,0.0
45003,SC,Aiken,0,1,0.6322,3,2.0,1,177130,81903,0,0.0,1.2209564973200004
06045,CA,Mendocino,0,0,0.9726,4,4.0,0,89108,44130,0,0.0,0.0
51550,VA,Chesapeake,0,1,0.4149,2,1.0,1,253886,100009,0,0.0,0.999910008099271
56037,WY,Sweetwater,0,0,0.4722,2,5.0,0,41249,16289,0,0.0,0.0
48169,TX,Garza,0,0,0.6984,3,2.0,1,4517,1766,0,0.0,0.0
54031,WV,Hardy,0,0,0.3942,2,8.0,0,14251,7576,0,0.0,0.0
55089,WI,Ozaukee,1,1,0.0395,1,1.0,1,93460,45480,0,2.198768689533861,2.198768689533861
47163,TN,Sullivan,0,3,0.4839,2,2.0,1,162135,80707,0,0.0,3.717149689618001
45059,SC,Laurens,0,0,0.8947,4,2.0,1,68873,31398,0,0.0,0.0
56011,WY,Crook,0,0,0.0722,1,9.0,0,7592,3682,0,0.0,0.0
55117,WI,Sheboygan,1,1,0.16,1,3.0,1,117752,54619,0,1.8308647174060309,1.8308647174060309
25013,MA,Hampden,0,0,0.8177,4,2.0,1,460291,201362,0,0.0,0.0
48055,TX,Caldwell,0,0,0.8956,4,1.0,1,49859,19566,0,0.0,0.0
20029,KS,Cloud,0,0,0.3427,2,7.0,0,8854,3917,0,0.0,0.0
06027,CA,Inyo,0,0,0.6147,3,6.0,0,18527,9279,0,0.0,0.0
01037,AL,Coosa,0,0,0.4808,2,8.0,0,10268,5844,0,0.0,0.0
19059,IA,Dickinson,0,0,0.055,1,7.0,0,18056,9766,0,0.0,0.0
21095,KY,Harlan,0,0,0.8336,4,7.0,0,25324,11541,0,0.0,0.0
20061,KS,Geary,0,0,0.7353,3,3.0,1,35047,7289,0,0.0,0.0
42011,PA,Berks,2,3,0.6659,3,2.0,1,432821,189719,0,1.0541906714667482,1.5812860072001222
47019,TN,Carter,0,1,0.6666,3,3.0,1,57022,29042,0,0.0,3.4432890296811514
27083,MN,Lyon,0,0,0.5348,3,7.0,0,25427,10288,0,0.0,0.0
51037,VA,Charlotte,0,0,0.7436,3,8.0,0,11336,5678,0,0.0,0.0
47179,TN,Washington,0,3,0.5857,3,3.0,1,138420,62032,0,0.0,4.836213567191127
45071,SC,Newberry,0,0,0.8027,4,6.0,0,38825,18181,0,0.0,0.0
51093,VA,Isle of Wight,0,0,0.2243,1,1.0,1,40711,19444,0,0.0,0.0
41069,OR,Wheeler,0,0,0.2479,1,9.0,0,1436,948,1,,
29023,MO,Butler,0,0,0.8412,4,5.0,0,41948,18466,0,0.0,0.0
22047,LA,Iberville,0,0,0.8501,4,2.0,1,29617,12728,0,0.0,0.0
28125,MS,Sharkey,0,0,0.9838,4,8.0,0,3336,1599,0,0.0,0.0
51061,VA,Fauquier,0,0,0.0732,1,1.0,1,75165,34006,0,0.0,0.0
51750,VA,Radford,0,0,0.3408,2,3.0,1,16971,4434,0,0.0,0.0
32005,NV,Douglas,0,0,0.2059,1,4.0,0,49545,30088,0,0.0,0.0
12037,FL,Franklin,0,0,0.9017,4,8.0,0,12594,7069,0,0.0,0.0
18055,IN,Greene,0,0,0.5275,3,6.0,0,31196,14906,0,0.0,0.0
18139,IN,Rush,0,0,0.2125,1,6.0,0,16847,7775,0,0.0,0.0
55131,WI,Washington,0,1,0.008,1,1.0,1,138168,67550,0,0.0,1.4803849000740192
29105,MO,Laclede,0,0,0.7327,3,6.0,0,36680,16069,0,0.0,0.0
42085,PA,Mercer,0,0,0.5278,3,4.0,0,108503,54262,0,0.0,0.0
05031,AR,Craighead,0,0,0.8342,4,3.0,1,113993,41427,0,0.0,0.0
29195,MO,Saline,0,0,0.44,2,7.0,0,23049,9515,0,0.0,0.0
17193,IL,White,0,0,0.3999,2,6.0,0,13401,6605,0,0.0,0.0
17039,IL,De Witt,0,0,0.0493,1,6.0,0,15365,7330,0,0.0,0.0
32033,NV,White Pine,0,0,0.2498,1,9.0,0,8522,3964,0,0.0,0.0
27049,MN,Goodhue,0,0,0.1645,1,6.0,0,48035,22640,0,0.0,0.0
37173,NC,Swain,0,0,0.901,4,9.0,0,13916,6402,0,0.0,0.0
12101,FL,Pasco,0,3,0.7041,3,1.0,1,632996,302495,0,0.0,0.9917519297839633
12119,FL,Sumter,0,2,0.3026,2,3.0,1,151565,118329,0,0.0,1.6902027398186412
36059,NY,Nassau,11,19,0.2778,2,1.0,1,1381715,639075,0,1.7212377264014396,2.9730469819661227
38091,ND,Steele,0,0,0.0299,1,8.0,0,1782,911,1,,
18163,IN,Vanderburgh,1,0,0.5612,3,2.0,1,179810,76093,0,1.3141813307400154,0.0
29071,MO,Franklin,0,0,0.1066,1,1.0,1,106404,49281,0,0.0,0.0
37011,NC,Avery,0,0,0.7191,3,9.0,0,17561,9180,0,0.0,0.0
54107,WV,Wood,0,1,0.3869,2,3.0,1,83052,40294,0,0.0,2.481759070829404
55007,WI,Bayfield,0,0,0.097,1,8.0,0,16769,10151,0,0.0,0.0
47161,TN,Stewart,0,0,0.3885,2,2.0,1,14222,6964,0,0.0,0.0
55097,WI,Portage,0,0,0.1063,1,4.0,0,71024,29998,0,0.0,0.0
45063,SC,Lexington,0,1,0.4855,2,2.0,1,309528,134087,0,0.0,0.7457844533772848
24003,MD,Anne Arundel,0,3,0.1639,1,1.0,1,594582,248787,0,0.0,1.2058507880234899
55039,WI,Fond du Lac,0,0,0.1887,1,3.0,1,103948,48078,0,0.0,0.0
54101,WV,Webster,0,0,0.4916,2,9.0,0,8045,4376,0,0.0,0.0
55061,WI,Kewaunee,0,0,0.0064,1,2.0,1,20690,10370,0,0.0,0.0
48369,TX,Parmer,0,0,0.6596,3,9.0,0,9617,3681,0,0.0,0.0
40151,OK,Woods,0,0,0.5584,3,7.0,0,8564,3205,0,0.0,0.0
21063,KY,Elliott,0,0,0.7617,4,8.0,0,7245,3504,0,0.0,0.0
25003,MA,Berkshire,0,1,0.4235,2,3.0,1,126818,67618,0,0.0,1.4788961519122128
29041,MO,Chariton,0,0,0.1747,1,8.0,0,7399,3631,0,0.0,0.0
08103,CO,Rio Blanco,0,0,0.5167,3,9.0,0,6569,2838,0,0.0,0.0
08087,CO,Morgan,0,0,0.8371,4,6.0,0,29524,11340,0,0.0,0.0
41045,OR,Malheur,0,0,0.9908,4,6.0,0,32044,12529,0,0.0,0.0
34023,NJ,Middlesex,2,4,0.6647,3,1.0,1,863623,368784,0,0.542322877348258,1.084645754696516
20167,KS,Russell,0,0,0.3226,2,9.0,0,6723,3385,0,0.0,0.0
17155,IL,Putnam,0,0,0.0048,1,8.0,0,5561,2880,0,0.0,0.0
46055,SD,Haakon,0,0,0.2389,1,9.0,0,1851,894,1,,
47111,TN,Macon,0,0,0.5686,3,1.0,1,26793,11161,0,0.0,0.0
05023,AR,Cleburne,0,0,0.3532,2,6.0,0,25445,13932,0,0.0,0.0
01109,AL,Pike,0,0,0.8002,4,6.0,0,33137,12045,0,0.0,0.0
16003,ID,Adams,0,0,0.2017,1,9.0,0,4903,2864,0,0.0,0.0
25005,MA,Bristol,1,3,0.6227,3,1.0,1,581841,262693,0,0.3806724960314892,1.1420174880944678
42107,PA,Schuylkill,0,0,0.4928,2,4.0,0,143786,69213,0,0.0,0.0
38103,ND,Wells,0,0,0.2437,1,9.0,0,3876,2132,0,0.0,0.0
37045,NC,Cleveland,0,1,0.8524,4,4.0,0,101378,45940,0,0.0,2.1767522855898997
05059,AR,Hot Spring,0,0,0.6437,3,6.0,0,33258,15612,0,0.0,0.0
24021,MD,Frederick,0,0,0.1234,1,1.0,1,293391,121116,0,0.0,0.0
17169,IL,Schuyler,0,0,0.4957,2,9.0,0,6733,3520,0,0.0,0.0
06051,CA,Mono,0,0,0.3891,2,7.0,0,13066,6043,0,0.0,0.0
06109,CA,Tuolumne,0,0,0.6319,3,4.0,0,54204,28584,0,0.0,0.0
35013,NM,Doña Ana,0,0,0.9873,4,3.0,1,225210,85522,0,0.0,0.0
13081,GA,Crisp,0,0,0.978,4,6.0,0,19631,8850,0,0.0,0.0
05027,AR,Columbia,0,0,0.7598,4,7.0,0,22150,8827,0,0.0,0.0
38039,ND,Griggs,0,0,0.0407,1,9.0,0,2248,1223,0,0.0,0.0
06095,CA,Solano,0,0,0.6201,3,2.0,1,449218,190421,0,0.0,0.0
19043,IA,Clayton,0,0,0.2752,2,8.0,0,16969,8689,0,0.0,0.0
48449,TX,Titus,0,0,0.8995,4,7.0,0,31357,12165,0,0.0,0.0
54027,WV,Hampshire,0,0,0.4699,2,3.0,1,23649,12827,0,0.0,0.0
37125,NC,Moore,0,0,0.3306,2,3.0,1,106898,50960,0,0.0,0.0
20009,KS,Barton,0,0,0.7006,3,7.0,0,24899,11028,0,0.0,0.0
38087,ND,Slope,0,0,0.0134,1,9.0,0,674,399,1,,
22083,LA,Richland,0,0,0.8632,4,3.0,1,19712,8436,0,0.0,0.0
31071,NE,Garfield,0,0,0.0557,1,9.0,0,1763,952,1,,
22099,LA,St. Martin,0,0,0.7041,3,2.0,1,51057,22113,0,0.0,0.0
01119,AL,Sumter,0,0,0.9255,4,8.0,0,11727,4884,0,0.0,0.0
01133,AL,Winston,0,0,0.6125,3,8.0,0,23611,11957,0,0.0,0.0
12117,FL,Seminole,2,6,0.3996,2,1.0,1,484271,206664,0,0.9677544226377115,2.9032632679131343
28035,MS,Forrest,1,0,0.9497,4,3.0,1,78208,27076,0,3.693307726399764,0.0
26065,MI,Ingham,0,1,0.5759,3,2.0,1,284637,101693,0,0.0,0.9833518531265673
20177,KS,Shawnee,0,1,0.6137,3,3.0,1,177746,78114,0,0.0,1.2801802493791126
46061,SD,Hanson,0,0,0.0003,1,8.0,0,3471,1468,0,0.0,0.0
27061,MN,Itasca,0,1,0.4012,2,6.0,0,45365,23695,0,0.0,4.22029964127453
08073,CO,Lincoln,0,0,0.385,2,8.0,0,5480,2384,0,0.0,0.0
36053,NY,Madison,0,0,0.1801,1,2.0,1,66921,31794,0,0.0,0.0
36115,NY,Washington,0,0,0.4127,2,3.0,1,60047,30409,0,0.0,0.0
18081,IN,Johnson,0,0,0.1117,1,1.0,1,167819,67612,0,0.0,0.0
48445,TX,Terry,0,0,0.9828,4,6.0,0,11547,4212,0,0.0,0.0
35021,NM,Harding,0,0,0.6615,3,9.0,0,624,400,1,,
01121,AL,Talladega,0,0,0.908,4,4.0,0,81132,37789,0,0.0,0.0
55067,WI,Langlade,0,0,0.1607,1,6.0,0,19404,10516,0,0.0,0.0
48155,TX,Foard,0,0,0.6071,3,9.0,0,1079,558,1,,
19021,IA,Buena Vista,0,0,0.6258,3,7.0,0,20567,7963,0,0.0,0.0
19129,IA,Mills,0,0,0.0811,1,2.0,1,14633,6972,0,0.0,0.0
48385,TX,Real,0,0,0.783,4,9.0,0,2854,1628,0,0.0,0.0
39041,OH,Delaware,1,2,0.0239,1,1.0,1,231636,97846,0,1.0220141855568956,2.044028371113791
37067,NC,Forsyth,0,1,0.8126,4,2.0,1,392921,165235,0,0.0,0.6051986564589827
32510,NV,Carson City,0,0,0.8508,4,3.0,1,58036,27059,0,0.0,0.0
19049,IA,Dallas,0,3,0.0515,1,2.0,1,111092,39839,0,0.0,7.530309495720274
48065,TX,Carson,0,0,0.083,1,2.0,1,5878,2668,0,0.0,0.0
13261,GA,Sumter,0,0,0.9631,4,6.0,0,28890,11825,0,0.0,0.0
29223,MO,Wayne,0,0,0.6675,3,9.0,0,10811,5728,0,0.0,0.0
45007,SC,Anderson,0,0,0.6303,3,2.0,1,213076,94494,0,0.0,0.0
56007,WY,Carbon,0,0,0.5377,3,7.0,0,14334,6337,0,0.0,0.0
30093,MT,Silver Bow,0,0,0.4534,2,5.0,0,36360,15932,0,0.0,0.0
17177,IL,Stephenson,0,0,0.5218,3,4.0,0,43105,21770,0,0.0,0.0
26087,MI,Lapeer,0,0,0.2065,1,1.0,1,88977,44133,0,0.0,0.0
22027,LA,Claiborne,0,0,0.8069,4,9.0,0,13670,6533,0,0.0,0.0
